Gene	Mean_Difference	p_value	p_adj
K03685	-210.4897263005539	0.10851223823106924	190.8730270484508
K02278	-14.851667666525337	0.11054882030355118	194.4553749139465
K10670	-48.78891141341296	0.11198612058635164	196.98358611139253
K00042	-38.62750203295357	0.11209795594291544	197.18030450358825
K01652	147.89205667844635	0.11462386394032288	201.62337667102796
K07448	-62.20339019079995	0.1147026576551437	201.76197481539776
K03111	302.0449043143167	0.1148294669198773	201.9850323120642
K02916	-495.1010080883434	0.11543412352611072	203.04862328242876
K03581	-70.25779695606832	0.11604656763740728	204.12591247419942
K05946	-43.59603259823868	0.1162116991277571	204.41637876572474
K00375	-24.984099301972904	0.11771221454976623	207.0557853930388
K00128	-32.801709580265964	0.11796420471786945	207.49903609873235
K03530	-323.97196990339353	0.11895797266419328	209.24707391631597
K03315	32.07637860819287	0.12048903061294258	211.940204848166
K03839	29.821229677928116	0.12079848268685046	212.48453104616996
K01906	-17.571742315708473	0.12180669359742084	214.25797403786325
K01666	-53.052011758013336	0.12390677824856763	217.95202293923046
K15555	-31.34397638628323	0.12441514790225401	218.8462451600648
K02004	-216.0713887987315	0.12525502503872524	220.3235890431177
K03978	566.1424281430918	0.12529488042493592	220.39369466746228
K03292	78.13715408860725	0.12572432137072415	221.14908129110378
K06215	-122.38725003511968	0.1258986978574495	221.45580953125366
K01937	-207.47064603854687	0.12593767819761895	221.52437594961174
K03773	-45.791792235835544	0.12616426079113585	221.92293473160797
K03216	200.6331025254358	0.1286877317332621	226.36172011880802
K05350	-42.65903843085397	0.12953185735706252	227.84653709107297
K02952	346.5288062893396	0.12982083793134191	228.35485392123041
K06395	-22.09140025972158	0.13086862412204495	230.19790983067705
K02340	-50.225341390213	0.13259873540012854	233.2411755688261
K01921	160.02698970805227	0.132776629090814	233.55409057074183
K01902	35.07623197411766	0.13312037967589588	234.15874784990086
K03522	16.752422063104618	0.13608751090178717	239.37793167624363
K01689	149.44230658886454	0.1369278843051005	240.8561484926718
K00127	25.355785985458255	0.13769137792122477	242.19913376343436
K03584	185.1945744675188	0.13773192551648641	242.2704569834996
K13038	-117.28500047013881	0.13903636439584477	244.56496497229094
K01259	78.75424539188691	0.13905193236657853	244.59234903281165
K02535	20.965279859029025	0.13941956330004673	245.2390118447822
K22927	-49.17296317126787	0.14086783275392736	247.78651781415823
K06921	55.43630860508324	0.1409628992288716	247.95373974358512
K03075	-135.20186103957803	0.14190069282702555	249.60331868273795
K02526	23.118132130157043	0.14355967660104002	252.5214711412294
K07493	47.1814098385929	0.14490037335042405	254.8797567233959
K07079	54.941955353655885	0.14824010936835366	260.7543523789341
K07160	58.49587638464919	0.1484749448016492	261.1674279061009
K06398	-80.15739124038663	0.14977049312920987	263.44629741428014
K02948	262.7328272981067	0.14994541719096016	263.7539888388989
K03969	-34.67706771233475	0.15056710988839694	264.84754629369024
K02557	93.10393154724682	0.15562923114112853	273.7518175772451
K02469	-260.9847108298909	0.15601161834448463	274.42443666794844
K01997	34.090197451791624	0.15625734578068595	274.8566712282266
K17203	6.59198164632674	0.15817982779425274	278.23831709009056
K07464	74.94573971706461	0.15865019601493804	279.06569479027604
K00104	16.349788135890904	0.16005585884764864	281.53825571301394
K00283	-47.062937198658304	0.16027719930411527	281.9275935759388
K10709	-21.40715575068738	0.16050157230969508	282.32226569275366
K09816	37.54168003835565	0.16224824565926238	285.3946641146425
K03569	-170.02081003987587	0.1651414111369982	290.48374218997986
K00761	-209.37661074738799	0.1661687697803825	292.2908660436928
K00973	158.0261291284305	0.16783364205975632	295.21937638311135
K00989	39.699177390792244	0.16789130158983898	295.3207994965268
K02961	-378.0615434995725	0.16883056159869603	296.97295785210633
K00134	-200.2143833455516	0.16891733008618898	297.12558362160644
K07240	-59.17762790107976	0.16951438407728847	298.1758015919504
K02012	26.852351846990075	0.17254826485777083	303.5123978848189
K03688	-87.66120627001277	0.1732976846237584	304.83062725319104
K02878	253.7008374746365	0.17581472228342235	309.2580964965399
K01507	82.84540871590497	0.1765080842270325	310.4777201553502
K06207	-206.33526991892677	0.176533899685711	310.52312954716564
K14540	26.388383212993915	0.1774520204979051	312.13810405581506
K03517	80.1359505254319	0.17790930255559323	312.9424631952885
K04564	119.1587108546758	0.17807649941131584	313.2365624645046
K21394	25.474225980381725	0.18024993656743657	317.05963842212094
K03498	-145.6619501905734	0.18026778977261476	317.09104221002934
K01924	-169.7338214131994	0.18150649845912326	319.2699307895978
K02653	-20.549093884329523	0.18169679764800428	319.60466706283955
K03336	8.997658219525963	0.18220425190769926	320.497279105643
K00790	214.86153798916848	0.18572711691996716	326.6939986622222
K17723	49.21305701795137	0.18597865451398038	327.1364532900915
K01684	25.240524998464892	0.18630588126072867	327.7120451376217
K21030	51.17941468759392	0.18703454910285558	328.99377187192295
K01923	-194.65776927332354	0.187895393683768	330.50799748974794
K00005	25.21472444957827	0.18894143999251095	332.34799294682676
K00075	-154.5354236214373	0.1897201734668135	333.71778512812494
K03524	45.90009731077333	0.1899309913594164	334.08861380121346
K02433	-167.42503498842962	0.19071703744218813	335.4712688608089
K03595	140.43443866034045	0.1933446188433055	340.09318454537436
K03614	-32.467375835111085	0.1942117201604981	341.61841576231615
K01619	171.2550284415811	0.19518680631933752	343.33359231571467
K00887	136.45821221007066	0.1955019000204227	343.8878421359235
K03305	-61.482129015826985	0.19790613108746138	348.1168845828446
K02805	33.20473877126858	0.19807877827971987	348.42057099402723
K03826	-66.15311125698659	0.20329204967042974	357.5907153702859
K03501	-201.41962669115992	0.20519740965195038	360.94224357778074
K16329	-41.01925307831212	0.20935358166636456	368.2529501511353
K02756	38.86930293564302	0.2107911441181647	370.78162250385174
K02757	38.86930293564302	0.2107911441181647	370.78162250385174
K03667	-46.88138933868527	0.2110748018268835	371.2805764134881
K19271	28.112154771004256	0.2116608856959152	372.3114979391149
K02755	38.75658822869937	0.21232252003537244	373.4753127422201
K01708	15.5832760859263	0.21458076265136494	377.44756150375093
K02026	111.12226275773435	0.21566547215883317	379.3555655273875
K01195	-22.481673707022345	0.21581158468060221	379.6125774531793
K19171	26.776354165181885	0.21593665135488846	379.8325697332488
K01739	44.66240727072716	0.21684142392976177	381.42406469245094
K03602	193.36383383353336	0.21765691529500025	382.85851400390544
K06016	47.73080390771318	0.2177730630782059	383.0628179545642
K01673	37.583350801531424	0.22138210964771704	389.41113087033426
K06971	-12.12402917485646	0.22549227389718052	396.64090978514054
K02926	231.26829630722887	0.22605018731278093	397.62227948318167
K18475	38.84640935614925	0.226386811526726	398.214401475511
K03480	9.472626731424182	0.22823456209152496	401.4645947189924
K14534	-17.799583497206243	0.2286390049715193	402.17600974490244
K02954	-294.09222667481527	0.23017138046516497	404.87145823822516
K03188	57.02131284014436	0.23238388145170752	408.7632474735535
K01940	-186.94770342516586	0.23301077271413767	409.86594920416815
K02782	18.106766021147102	0.23379074198343933	411.2379151488698
K06407	11.684269301343527	0.23529674453163635	413.88697363114835
K09808	-35.48248445368155	0.23633862598116354	415.7196431008667
K00634	37.9420197254106	0.23754116549166063	417.83491009983106
K03705	151.03762749051634	0.23780306908347343	418.2955985178298
K00290	30.5757254908618	0.23818068728802147	418.95982893962974
K04075	103.06511794715891	0.23835828147497617	419.2722171144831
K00425	24.150273816164642	0.23882540505647037	420.0938874943314
K02881	-247.93921970235533	0.23931901212729464	420.96214233191125
K15894	-39.337312135472615	0.24075621181664555	423.4901765854795
K05967	-13.012025088534223	0.24249917068800692	426.55604124020414
K02614	25.11091255434856	0.2448766108067085	430.73795840900027
K04655	-66.94151744367696	0.24564075656605783	432.0820907996957
K03723	-89.07458124396805	0.24665780727031322	433.87108298848096
K00196	-11.639022933112656	0.24705015150115106	434.5612164905247
K10117	-115.5220885923627	0.24867591878442183	437.420941141798
K03687	149.4935015220035	0.24915724262484248	438.26758977709795
K01567	16.613516214403653	0.24979674205715585	439.39246927853713
K01745	-21.28167883964487	0.250764695352808	441.09509912558923
K00937	-84.38283616179365	0.25601836609641054	450.33630596358614
K03073	-60.6615424738132	0.2575453253448403	453.0222272815741
K02888	-167.25330640086577	0.2585825757401518	454.84675072692704
K02838	-173.56472194987964	0.2601817953781445	457.65977807015616
K01925	-126.79835051753662	0.26139434533334993	459.7926534413625
K02563	102.96952659207136	0.26867141456925947	472.59301822732743
K03596	-136.60694138040026	0.27110798312619644	476.8789423189795
K00773	-139.07894544532155	0.27167753196257327	477.8807787221664
K09790	-19.30642808126028	0.2722768955086236	478.9350591996689
K02843	-12.175120051783118	0.27562280880686996	484.82052069128423
K01998	-26.111007923523488	0.27688348442679456	487.03804910673165
K02356	145.79266540971548	0.277263188300323	487.7059482202681
K03814	-20.719909061632308	0.2777053164067014	488.48365155938774
K02377	-39.071267191052925	0.28173654685698124	495.57458592143
K03710	-40.14890940584996	0.28457771823958955	500.572206383438
K02808	84.59132582767228	0.28535348876534744	501.93678673824616
K02913	4875.1080762903075	0.2853555558135957	501.9404226761148
K01817	85.6036365111313	0.28614696235262244	503.3325067782629
K03699	-52.59893197421502	0.2865888442956965	504.1097771161301
K01426	-6.680991990939916	0.28856718740204523	507.58968264019757
K03593	22.10231646445881	0.29004286305843097	510.1853961197801
K06958	108.91214235334678	0.2903066746556352	510.6494407192623
K02499	32.21526330567099	0.2918477393079469	513.3601734426786
K06949	-133.94439682758343	0.2932168165544113	515.7683803192094
K02558	-10.23798461396391	0.29352946831862586	516.3183347724629
K03929	54.43940695697316	0.29487139249320865	518.678779395554
K03406	-128.3506326576928	0.29525653237435234	519.3562404464858
K02409	-11.755709889497282	0.2966030758451173	521.7248104115613
K06041	30.468899339795215	0.30145976322139795	530.267723506439
K11072	-106.99586052859195	0.3014825756221183	530.307850519306
K06023	92.03889391770326	0.30337186533816674	533.6311111298353
K00595	15.947216766906166	0.30527421765298246	536.9773488515962
K06142	102.44521722960235	0.3072105148214006	540.3832955708436
K06934	29.697179104190752	0.30787105261244607	541.5451815452926
K03402	-132.91718869758824	0.30871424611315007	543.028358913031
K02528	-139.39360925720757	0.3088319885008338	543.2354677729667
K03466	61.23320786878759	0.30919270243661817	543.8699635860114
K13542	-20.68019162314232	0.30999006191463524	545.2725189078434
K03150	20.8883709139119	0.3109387840200564	546.9413210912793
K01963	-123.8358195120295	0.31675014113938	557.1634982641694
K06409	12.823265048047197	0.31798540635591316	559.3363297800513
K06218	88.28844023664195	0.31934585467641824	561.7293583758196
K04066	-95.0717509526271	0.3196893919038963	562.3336403589535
K02470	-153.8987330140999	0.3206741582014287	564.0658442763131
K04069	89.54643425503855	0.321081785890533	564.7828613814476
K01176	56.58801393879432	0.3221824761793955	566.7189755995566
K17450	38.76167095226725	0.32377955869334774	569.5282437415987
K07042	-137.75564956706512	0.32555790030027376	572.6563466281815
K07736	21.83028993858403	0.3262408518715306	573.8576584420224
K02959	-187.54486097180597	0.33140967705954005	582.949621947731
K02876	157.77871717877133	0.333066977802987	585.8648139554541
K02078	276.2488974073044	0.34289523854391624	603.1527245987487
K02048	38.700963975012456	0.3432437206272828	603.7657045833905
K04072	-74.97690761404522	0.34476677808189604	606.4447626460551
K02982	-177.58988609268727	0.34747869363426576	611.2150221026735
K03332	-63.27602362845346	0.3538415443770896	622.4072765593006
K01487	-26.088422560798847	0.35419192946172706	623.0236039231779
K03549	-33.660549349764466	0.3545773410910754	623.7015429792017
K03736	13.188489742316392	0.3552670914604652	624.9148138789583
K13891	14.385156707937185	0.356417920335237	626.9391218696819
K07576	-6.894534076113715	0.35706633743433447	628.0796875469944
K03924	60.360708703241585	0.35780870657828145	629.3855148711971
K00215	-124.33664363523349	0.35917492569936427	631.7886943051817
K01104	-96.86393562791955	0.3593463180480778	632.0901734465689
K19055	-14.012349392632444	0.36054030609458987	634.1903984203835
K02428	-105.48020312008407	0.36088247635601933	634.792275910238
K02911	311.3891474382308	0.36466747275394185	641.4500845741837
K11189	60.919419393201906	0.3650656432424585	642.1504664634845
K05919	55.711154823070615	0.36645812860985494	644.5998482247348
K02902	-285.6961780801903	0.36703570595299373	645.615806771316
K03704	-183.66628386404113	0.36729174819236265	646.0661850703659
K02996	152.78068694757349	0.3672964224894685	646.0744071589751
K01784	-117.33501660656611	0.37122447015026916	652.9838429943235
K02519	85.50059356541169	0.37279071213676973	655.738862648578
K01903	23.852888089387562	0.3730053959195627	656.1164914225109
K06383	-16.60507254144791	0.3760987760256518	661.5577470291215
K03497	84.56670585572704	0.37609953859930945	661.5590883961853
K06113	53.34994538039629	0.3773748890891496	663.8024299078141
K08659	-69.83138845034978	0.37760557722288024	664.2082103350464
K03564	-41.64263006500394	0.38117906235122245	670.4939706758003
K11051	27.00861376967299	0.3829529882672261	673.6143063620508
K07574	-74.48538592194006	0.38545291174919527	678.0116717668345
K00784	-103.99156071982657	0.38550253478673846	678.0989586898729
K02355	-147.53937420043985	0.39140582708800475	688.4828498478004
K06374	23.28984664992214	0.39445968708820256	693.8545895881483
K01480	40.86596419735844	0.39480283119523707	694.458180072422
K01993	-32.598427754843385	0.39691071930464206	698.1659552568653
K22132	15.072114009253283	0.39744672376708956	699.1087871063105
K04751	-43.865106999974785	0.39764752322736374	699.4619933569328
K06973	-41.56307896346186	0.40105319249285265	705.4525655949278
K03274	19.12456725624935	0.4028131322536469	708.5482996341649
K01056	127.09017019314297	0.40889675250049795	719.2493876483759
K05352	32.439770953406935	0.40925795252880937	719.8847384981757
K06201	73.99800384879768	0.41249384072188544	725.5766658297965
K07720	-50.112887900669705	0.4126524758308986	725.8557049865507
K03783	-26.797136183298562	0.4158889399964226	731.5486454537074
K03154	-104.10142603572615	0.42345659165241034	744.8601447165898
K04094	74.98524502197097	0.4249519627707734	747.4905025137904
K03079	-6.259152849238106	0.4293817187893162	755.2824433504072
K03438	-159.8234022648744	0.4306101010360197	757.4431677223587
K06950	-34.206654547091716	0.4308806350498199	757.9190370526331
K07082	-18.76515846324756	0.43278848333164444	761.2749421803626
K01002	18.024835822568534	0.432900914597782	761.4727087774986
K01744	-37.93942428066464	0.4335153486500909	762.5534982755099
K03790	-22.13656389864616	0.4387332066794376	771.7317105491308
K02036	178.5974019208993	0.4396301037074146	773.3093524213423
K12267	-19.795264488648286	0.4422854515122907	777.9801092101194
K07015	-7.118785051366565	0.4440095355356315	781.0127730071758
K01646	-29.128677809834187	0.44437443904852225	781.6546382863506
K12942	-19.603681749861494	0.4447963258060673	782.3967370928724
K02906	128.32279474363986	0.44716111814936876	786.5564068247396
K01938	96.17118811637829	0.4478721779400865	787.8071609966121
K03572	93.38443067130834	0.45159449716993993	794.3547205219244
K03113	29.99009670475985	0.4549602014717262	800.2749943887665
K03321	-12.561043701552265	0.45853685228740304	806.566323173542
K11068	65.65124582069086	0.4589977326768403	807.3770117785621
K02834	-90.96861900155204	0.46019035882735326	809.4748411773144
K01934	23.650182960918215	0.4624467881138813	813.4439002923172
K20202	-38.40954962940816	0.46290704493008206	814.2534920320144
K01955	-136.55896740076014	0.4633408159488127	815.0164952539616
K02010	11.324399130143561	0.467470391419871	822.2804185075531
K07447	-101.44743515743812	0.46771626989554005	822.7129187462549
K02518	198.43407712271346	0.46927476532459844	825.4543122059687
K07075	-81.6432528295976	0.46964675541270684	826.1086427709513
K03545	95.1076021598958	0.4710952792667098	828.6565962301426
K03436	9.647563727034324	0.471574941346819	829.5003218290547
K01933	-103.37487342769964	0.4750192146491118	835.5587985677877
K05814	11.118950524443676	0.4753176426305399	836.0837333871197
K01959	-24.449407023047286	0.4755856968620443	836.555240780336
K19225	12.972378452671336	0.4807169148138789	845.581053157613
K01835	-36.738374504007425	0.4818328347063845	847.5439562485303
K02358	-97.68429409272903	0.48282118565110566	849.2824655602949
K13252	-11.564100935776665	0.4833751655108042	850.2569161335045
K05337	-25.168943258794997	0.48664255862825556	856.0042606271015
K02053	9.650324642412983	0.48733944099634663	857.2300767125737
K10671	3.771414678176491	0.4895824875462019	861.1755955937692
K02388	-16.610881064158605	0.49078713737076374	863.2945746351734
K02057	-76.62132997049662	0.49133602958114264	864.2600760332299
K02483	12.938797348370088	0.4914736185105393	864.5020949600386
K09861	-96.95024517646766	0.49655696756326206	873.443705943778
K20038	-2.169595500561549	0.4968278614590884	873.9202083065366
K02132	-35.56956402824204	0.49753517718303375	875.1643766649564
K07443	15.827243189676068	0.4992379886998737	878.1596221230778
K07456	76.04352536305896	0.5009717564361503	881.2093195711884
K00925	-86.24131545561613	0.5011032641956097	881.4406417200775
K07335	16.300933014101503	0.5017791093491247	882.6294533451104
K08281	-11.087103589128887	0.5036815453178108	885.9758382140293
K00338	42.07965106364509	0.5061214944671126	890.2677087676511
K03046	64.91501717867595	0.507059540628411	891.9177319653749
K03601	-68.76537623736431	0.5074925836787325	892.6794546908905
K02967	98.34768692791886	0.5087236422636151	894.8448867416989
K08177	-12.259396008111793	0.5128302276323502	902.068370405304
K09807	13.969212031140216	0.5157185102978785	907.1488596139683
K06920	64.59963276703547	0.516398856604668	908.345588767611
K02836	-88.44655981609594	0.5172743917941901	909.8856551659804
K03719	25.735564275378238	0.522017489593331	918.2287641946693
K01581	18.049760594498125	0.5234321038554863	920.7170706818005
K00950	-18.12052687691282	0.5249927389661877	923.4622278415242
K02018	-30.922930338159745	0.5257142602299455	924.7313837444741
K02058	-13.719384135699187	0.5294408931140027	931.2865309875307
K02939	-106.52104887571295	0.5321453204370639	936.0436186487954
K06199	60.87853165204524	0.5322830640276903	936.2859096247073
K01715	-34.45602086472729	0.5324617777324796	936.6002670314316
K01883	82.47730551772702	0.5332705318657374	938.0228655518321
K02796	15.353221358845616	0.5363576703707736	943.4531421821908
K01000	-50.453586082873244	0.5364584789347482	943.630464446222
K17759	-34.25090103018903	0.537265866891391	945.0506598619568
K06959	61.250309928835804	0.5420713892113046	953.5035736226848
K01881	-80.63731146744885	0.5490042219795279	965.6984264619896
K00995	-18.47952493021259	0.5491223251549504	965.9061699475577
K00111	-16.739678565837607	0.5505367085629251	968.3940703621853
K07138	36.40810756686187	0.5562560043521289	978.4543116553947
K03650	59.52818293148084	0.5633207476834807	990.8811951752426
K01999	-11.274260902632562	0.5710567007119548	1004.4887365523285
K02435	78.33949172797497	0.5740676915052557	1009.7850693577448
K04763	45.29086267585933	0.5767646348832098	1014.5289927595661
K00611	-74.36374567452708	0.5799464972764437	1020.1258887092644
K02956	122.06968580952525	0.586023064540468	1030.8145705266834
K01534	-37.744068268966885	0.5922313033504323	1041.7348625934103
K01803	-82.40630127615486	0.5939140231570355	1044.6947667332254
K03499	-56.77593389092726	0.5960741471086299	1048.4944247640801
K01621	24.54848758512378	0.596642516879208	1049.4941871905269
K01599	10.57710342405504	0.5987843925805776	1053.261746549236
K00859	49.5888175956635	0.5988121051418236	1053.3104929444678
K00198	4.732954965908995	0.6085566459481128	1070.4511402227304
K00648	71.87531357453986	0.60964934935438	1072.3732055143544
K07406	-8.12846028392569	0.6112448676904825	1075.1797222675586
K04794	30.897186964871253	0.6147846538121174	1081.4062060555145
K00003	13.640496515360212	0.61487228918953	1081.5603566843831
K09888	13.810740534528577	0.6161838205861934	1083.8673404111141
K03799	19.650734130806313	0.617591394264565	1086.3432625113699
K00241	7.039979539528403	0.6185170357205168	1087.971465832389
K01735	51.02971199119645	0.6264008620512236	1101.8391163481024
K02914	-513.4084646916654	0.6308351574907851	1109.639042026291
K01996	33.00724838534995	0.6316467588394663	1111.0666487986211
K00656	71.54146617003471	0.6326555748658331	1112.8411561890005
K02119	-18.234701943633524	0.6345383645900265	1116.1529833138568
K03615	8.410035214603553	0.6346788936309684	1116.4001738968734
K18828	17.672335484878857	0.6366313493071655	1119.8345434313042
K00177	-19.898930307261764	0.6370395378727651	1120.5525471181938
K19265	11.578580616673861	0.6394332551086213	1124.7630957360648
K01869	-60.24118603180705	0.6398945272908974	1125.5744735046885
K03488	14.530440824153573	0.6417140810259694	1128.7750685246801
K03470	47.41371119370547	0.6452259966586933	1134.9525281226415
K00852	16.412200037840194	0.6490620310046327	1141.700112537149
K06928	4.301620681791064	0.6494062731223693	1142.3056344222475
K01515	-18.70316253249689	0.6534377122289292	1149.3969358106865
K05837	-8.376863092822987	0.6566845389818	1155.1081040689862
K01591	45.008951675348726	0.6584898014032736	1158.2835606683584
K03118	7.84150477809699	0.6611205861864897	1162.9111111020354
K03671	-58.10382079102396	0.664775613804727	1169.340304682515
K09748	58.43026120883587	0.6687355951459253	1176.3059118616825
K06993	4.651438847255278	0.6718135716143387	1181.7200724696218
K02493	-24.592782206333823	0.6810540579852392	1197.9740879960357
K01126	-26.976923389803403	0.6858849739099675	1206.4716691076328
K02313	-57.90401800207792	0.6866578567182846	1207.8311699674625
K03664	-63.427498126381124	0.6878350273546256	1209.9018131167866
K01182	27.70122954587987	0.691579667199061	1216.4886346031483
K08722	6.7951115334497985	0.6931828481949068	1219.308629974841
K00963	41.44888393652661	0.6955161781226895	1223.4129573178109
K18120	2.0843676182359587	0.6965701889565176	1225.2669623745144
K10038	-5.707503457817907	0.6992943962583551	1230.0588430184466
K03523	20.49809628492011	0.7077307047931292	1244.8983097311143
K02238	-18.136658368518624	0.7093702455458237	1247.7822619151038
K02343	-11.360415027977979	0.7099664190189495	1248.8309310543323
K00762	49.727984880810254	0.7215859400431286	1269.2696685358633
K14761	-12.947612777787299	0.721684384917423	1269.4428330697472
K01488	30.095429281217207	0.7310137585920435	1285.8532013634047
K07133	-54.558700048685296	0.7342800689414661	1291.5986412680388
K01523	24.046128589839327	0.7350185571309673	1292.8976419933715
K07321	-10.990511463754387	0.7373302525521326	1296.9639142392011
K01761	-14.94678439197628	0.7416723145658137	1304.6016013212663
K01681	20.80666763919953	0.7438934118862937	1308.5085115079905
K11741	25.319332385632435	0.7489826304413842	1317.460446946395
K02405	6.946227257357435	0.751632984605846	1322.122419921683
K07727	53.689700716604875	0.75250300416874	1323.6527843328138
K02117	36.82701821896717	0.7563695187674094	1330.4539835118733
K01811	-7.557457731269409	0.7590222744431583	1335.1201807455154
K05795	4.00052241364034	0.7609194997636228	1338.4574000842126
K01468	-7.423717465846664	0.7613820774612048	1339.2710742542592
K03040	-37.62001871023131	0.7654068025397461	1346.3505656674135
K01866	-35.710132416984834	0.7727879647279434	1359.3340299564525
K02965	65.12991215059355	0.7732137850949222	1360.083047981968
K02121	-13.592680456980474	0.775903604457276	1364.8144402403486
K01791	20.326088947117682	0.7761297236387709	1365.2121838805979
K02031	22.34888754419694	0.7779808331411292	1368.4682854952462
K15372	-9.132309485496052	0.7818500686464704	1375.2742707491416
K09157	-36.00970033039357	0.7943889498180478	1397.330162729946
K02015	25.42899138373241	0.7955823107098758	1399.4292845386717
K06925	-10.858162301539437	0.7963272174686971	1400.739575527438
K17828	20.708666136384863	0.8019750289648888	1410.6740759492395
K03925	19.78422151388554	0.8030562411456318	1412.5759281751664
K06861	10.53034099951293	0.8044617137224761	1415.0481544378354
K03092	-4.34712359778996	0.8068930881516949	1419.3249420588313
K00652	-2.4498046020105235	0.8124486636287283	1429.097199322933
K07040	6.117641305211748	0.8131351834407039	1430.3047876721982
K02899	38.040887311327424	0.8149883677176706	1433.5645388153825
K01609	-21.914400614958595	0.8183030456983689	1439.3950573834309
K18955	-10.392032841970718	0.819742737563053	1441.9274753734103
K01695	19.124635273362287	0.8217126317988281	1445.3925193341388
K03060	-37.431720525402625	0.8254151006709886	1451.9051620802688
K01183	-2.4241946591192374	0.8259545101669428	1452.8539833836523
K00688	27.12953099942365	0.8268919735380463	1454.5029814534234
K03655	-23.1503008846355	0.8300066274652327	1459.9816577113443
K00067	3.124726057438153	0.8309252493165317	1461.5975135477793
K01892	25.066335895050315	0.840620753586315	1478.6519055583283
K03975	4.510819573476795	0.8440484212856585	1484.6811730414734
K03706	21.336797809549807	0.8446292924783312	1485.7029254693846
K16963	3.2831202613120922	0.8448766992922865	1486.1381140551318
K02372	-28.974040056390322	0.849906653354019	1494.9858032497195
K00868	-8.368927448525113	0.8505468902078933	1496.1119798756843
K02886	-29.90849704026641	0.8516342822893028	1498.0247025468836
K03484	3.745485190351687	0.8577275393987414	1508.742741802386
K02992	-33.0920620971101	0.8604749824031847	1513.5754940472018
K02054	-2.1775676513461377	0.865823344089312	1522.9832622530998
K02429	2.933872305491448	0.8678052382832803	1526.46941414029
K01051	-3.798499611012005	0.8704855496256692	1531.184081791552
K10193	-1.4967399763777252	0.8720098158170693	1533.865266022225
K01153	11.659783734293683	0.8725820731660026	1534.8718666989985
K07658	-17.8235848009449	0.8781885400228221	1544.733641900144
K00394	1.5386937514551278	0.882166091033374	1551.7301541277047
K16786	-30.514541717072916	0.8833728846523303	1553.852904103449
K06384	2.0301757151186095	0.8836823524119803	1554.3972578926735
K06872	3.7554012447165235	0.8858511474663184	1558.2121683932542
K02863	-22.92662125309471	0.8862594615703276	1558.9303929022062
K00990	3.535662726671731	0.8876299412266041	1561.3410666175967
K07313	3.8635835079966796	0.8880380331068571	1562.0589002349618
K03702	-17.232156939798642	0.8907802322879917	1566.8824285945775
K03666	-7.659298680403083	0.8913289331191927	1567.84759335666
K16926	-7.5791612634783405	0.8918114112679751	1568.6962724203684
K00817	-11.402744061294584	0.8943704937229802	1573.197698458722
K01678	-2.070416017302847	0.8999696100749369	1583.0465441218141
K02389	-3.054064512722462	0.906858070298872	1595.1633456557158
K03553	-14.38567688305875	0.9070409772049411	1595.4850789034915
K01372	-4.5697815999093905	0.9082281832480834	1597.5733743333788
K01421	-4.412819611857287	0.9151347473331181	1609.7220205589547
K06147	18.116056371505692	0.9172264367460141	1613.4013022362387
K04079	-9.760043519155715	0.9219582499021595	1621.7245615778986
K01890	-8.28893482530566	0.9228320180405054	1623.261519733249
K07484	6.739515458032031	0.9234180333488784	1624.2923206606772
K17758	5.244785811791701	0.9277996900389246	1631.9996547784683
K02824	4.954088558421915	0.9313665021680998	1638.2736773136876
K02011	-1.0153990155287147	0.9373347069855549	1648.771749587591
K07461	-8.309088711771892	0.9386219047979866	1651.0359305396585
K02890	-15.768587212961393	0.9403439525990216	1654.065012621679
K01868	-10.130950801005838	0.9405907114791099	1654.4990614917542
K02884	11.133110842085443	0.9433680572712091	1659.3844127400569
K00113	1.4428659100215526	0.9454776391596984	1663.0951672819094
K01156	-3.418662476525526	0.9469216639889264	1665.6352069565216
K02434	-7.9144573477808535	0.9475435938945044	1666.7291816604331
K01586	-4.925395690715277	0.9496207870672969	1670.3829644513753
K03744	-2.1160637212663573	0.9556525673248043	1680.9928659243308
K07166	-10.429893212974093	0.9594163006514198	1687.6132728458474
K01889	-5.316604328824724	0.9616330743978211	1691.5125778657673
K01273	0.5410848263036669	0.9644354587150854	1696.4419718798351
K01449	-2.0913438638148705	0.9654814435620829	1698.2818592257038
K02028	2.240438238649176	0.9733647014317639	1712.1485098184728
K09747	5.152833329759687	0.9737482052235941	1712.823092988302
K12506	-0.3875770259423348	0.9754211739232523	1715.7658449310009
K02066	0.39093509632098744	0.9756956515217177	1716.2486510267013
K12132	-0.8938296361509401	0.9825385707538181	1728.285345955966
K01661	0.9773798939525591	0.9835736091597687	1730.105978512033
K07010	-0.18057995565992258	0.9900504338583442	1741.4987131568275
K00820	-1.1517870469442641	0.9931880393770252	1747.0177612641874
